History Price / Date,CCL,CDC,CRE,D2D,DIG,DXG,HDC,HDG,HPX,IJC,ITC,KBC,KDH,LHG,NBB,NLG,NTL,NVL,PDR,SZL,TCH,TDC,TIP,TIX,VHM,VPI
6/28/2019,"3,824",,"6,927","23,644","7,080","9,900","4,810","10,848","17,424","4,523","8,497","9,969","14,149","12,911","13,644","17,879","7,456","33,156","10,314","19,435","10,719","6,421","17,588","17,680","57,932","21,848"
7/1/2019,"3,799",,"6,766","23,935","7,002","9,953","4,842","11,060","17,753","4,610","8,497","10,390","13,830","13,190","13,482","17,910","7,913","33,768","10,333","19,698","11,128","6,429","17,904","18,911","59,174","21,874"
7/2/2019,"3,894",,"6,793","23,798","6,897","9,820","4,939","11,092","17,654","4,588","8,497","10,460","13,830","13,225","13,417","17,787","7,850","33,490","10,314","19,260","11,128","6,429","17,714",,"59,247","21,848"
7/3/2019,"3,767","5,375","6,793","23,987","6,818","9,688","5,003","11,173","17,490","4,654","8,497","10,460","13,714","13,295","13,482","17,818","7,929","32,655","10,333","19,391","11,128","6,406","17,398","18,943","59,905","21,848"
7/4/2019,"3,546",,"6,753","25,666","6,975","9,741","5,003","11,125","17,523","4,741","8,774","10,530","13,714","13,470","13,287","17,756","7,960","33,267","10,333","19,960","11,102","6,337","17,841",,"62,096","22,134"
7/5/2019,"3,470","5,737","6,686","26,659","6,923","9,714","4,971","11,190","17,227","4,784","9,361","10,776","13,511","13,365","13,871","17,756","7,881","33,545","10,491","20,135","11,255","6,345","18,031","17,806","62,827","21,848"
7/8/2019,"3,710","5,737","6,686","26,385","6,871","9,661","4,890","11,336","17,095","4,806","9,914","10,811","13,395","13,295","13,806","17,726","7,850","33,490","10,393","20,179","11,334","6,368","17,714","16,985","60,635","21,562"
7/9/2019,"3,736","5,680","6,673","26,625","6,949","9,820","4,939","11,352","16,504","4,741","10,501","10,776","13,337","13,260","14,065","18,033","7,929","33,434","10,432","19,829","11,334","6,383","17,746","18,154","60,708","21,692"
7/10/2019,"3,641",,"6,659","27,002","6,871","9,661","4,939","11,385","16,767","4,741","10,432","10,741","13,337","13,749","13,968","18,064","8,102","33,823","10,511","20,661","11,361","6,406","18,980","18,943","60,928","21,718"
7/11/2019,"3,761","5,301","6,673","27,756","6,923","9,820","4,890","11,141","17,490","4,828","10,155","10,706","13,221","13,679","14,065","18,309","8,008","34,213","10,590","20,796","11,492","6,391","19,612",,"60,708","21,718"
7/12/2019,"3,647",,"6,673","27,927","6,871","9,980","4,890","11,173","17,424","4,849","10,225","10,633","13,221","13,679","14,065","18,248","7,992","33,935","10,412","20,887","11,413","6,383","20,308","17,680","60,708","21,718"
7/15/2019,"3,666","5,661","6,646","28,407","6,923","9,927","4,890","11,173","17,161","4,806","10,363","10,706","12,989","13,609","14,260","18,033","8,118","33,490","10,393","20,774","11,334","6,368","20,308","18,911","59,905","21,640"
7/16/2019,"3,622","6,040","6,686","27,756","6,923","9,794","4,810","11,547","17,424","4,762","10,225","10,669","12,815","13,819","14,195","17,879","8,071","33,601","10,274","20,977","11,387","6,368","20,245",,"61,293","21,666"
7/17/2019,"3,679","6,456","6,606","26,728","7,395","10,139","4,939","11,678","17,621","4,741","9,810","10,960","12,815","13,714","14,195","17,971","8,071","33,100","10,314","20,864","11,519","6,368","19,549",,"61,366","21,562"
7/18/2019,"3,786","6,021","6,566","27,653","7,211","10,192","4,907","11,629","17,424","4,719","10,017","10,960","12,815","13,609","14,000","17,818","8,134","32,154","10,274","20,344","11,492","6,368","19,169",,"61,366","21,510"
7/19/2019,"4,040",,"6,686","28,030","7,264","10,165","4,874","11,482","17,753","4,675","9,810","11,214","12,989","13,470","14,000","18,064","7,881","32,377","10,373","20,344","11,519","6,368","20,498","18,943","61,731","21,484"
7/22/2019,"4,179",,"6,699","27,722","7,238","10,033","4,842","11,255","17,589","4,610","9,672","11,323","12,931","13,121","14,195","18,033","7,976","32,043","10,274","20,254","11,202","6,360","21,921","17,617","61,804","21,250"
7/23/2019,"4,141","5,699","6,739","27,996","7,238","10,059","5,068","11,808","17,589","4,654","9,361","11,141","12,815","12,702","14,195","18,064","8,039","32,433","10,393","20,389","11,071","6,398","21,953","18,848","62,681","21,172"
7/24/2019,"4,084","5,339","6,833","27,687","7,133","9,767","5,229","11,889","17,523","4,654","9,672","11,214","12,699","12,388","14,130","18,371","8,102","32,766","10,393","20,977","11,150","6,406","22,143",,"62,681","21,250"
7/25/2019,"4,363","5,680","6,820","27,585","7,290","9,741","5,246","12,003","17,556","4,632","9,948","11,177","12,525","12,562","14,195","18,555","8,008","32,544","10,452","20,977","11,519","6,398","22,143","18,943","63,923","21,302"
7/26/2019,"4,369","5,680","6,766","27,242","7,185","9,661","5,213","11,840","17,490","4,936","10,363","11,177","12,641","12,527","14,195","18,340","8,008","32,433","10,452","21,836","11,492","6,552","22,080","17,617","63,923","21,510"
7/29/2019,"4,470","5,680","6,726","26,728","7,211","9,581","5,262","11,775","17,490","4,980","10,708","11,105","12,670","12,492","13,936","18,463","7,944","32,544","10,511","23,328","11,624","6,536","23,598","18,848","64,142","21,562"
7/30/2019,"4,477","5,718","6,713","27,550","7,028","9,555","5,100","11,482","17,490","4,915","10,501","10,742","12,670","12,353","13,676","18,678","8,008","32,488","10,472","24,775","11,571","6,414","24,357","18,943","61,366","21,952"
7/31/2019,"4,173",,"6,739","27,071","6,897","9,210","5,149","11,857","17,391","5,241","10,155","10,706","12,873","12,248","13,968","18,647","7,992","32,099","10,511","23,599","12,046","6,398","24,325",,"64,434","22,056"
8/1/2019,"4,217","6,021","6,739","28,955","6,949","9,369","5,310","12,117","17,589","5,350","10,155","10,960","13,279","12,213","13,936","19,047","8,071","32,933","10,788","25,227","12,020","6,398","24,990",,"66,114","22,056"
8/2/2019,"4,464",,"6,713","29,983","6,844","9,343","5,294","12,133","17,424","5,698","10,086","11,069","13,279","12,597","13,871","19,047","8,165","33,434","10,748","26,221","11,835","6,705","25,116","20,206","65,895","21,848"
8/5/2019,"4,749","6,172","6,726","29,778","6,766","8,998","5,455","12,019","17,490","5,785","10,086","10,887","13,192","13,051","13,741","18,862","8,134","33,100","10,571","26,990","11,861","6,782","24,863","18,817","62,243","21,900"
8/6/2019,"4,970",,"6,633","31,388","6,582","8,520","5,617","11,905","17,424","6,067","9,914","11,613","13,047","13,330","13,774","18,678","8,134","32,766","10,472","26,990","11,571","7,250","24,673",,"61,001","21,952"
8/7/2019,"4,875","6,362","6,659","30,840","6,608","8,069","5,907","11,840","17,424","6,045","9,983","11,431","13,308","13,155","13,741","18,739","8,291","33,156","10,472","26,673","11,624","7,212","24,673","18,943","61,366","21,978"
8/8/2019,"4,907",,"6,633","30,429","6,739","8,016","6,149","12,084","17,589","6,132","10,017","11,323","13,569","13,260","13,806","18,801","8,670","32,766","10,590","26,673","11,782","7,097","24,990",,"62,475","22,004"
8/9/2019,"4,837",,"6,633","30,155","6,739","8,573","6,020","11,938","17,490","6,024","10,017","11,286","13,685","12,981","13,579","19,415","8,480","33,378","10,590","26,673","12,125","7,020","24,231","18,943","62,105","21,874"
8/12/2019,"4,837",,"6,592","29,881","6,713","8,520","6,359","11,808","17,424","6,176","10,225","11,722","13,569","12,667","13,287","19,477","8,465","33,323","10,590","25,769","12,072","6,958","23,092",,"62,253","21,874"
8/13/2019,"4,565",,"6,673","28,955","6,713","9,115","6,295","11,401","17,424","6,328","10,570","11,431","13,569","12,492","13,287","19,722","8,449","33,211","10,491","24,006","11,940","7,196","21,479",,"61,292","21,718"
8/14/2019,"4,742","5,926","6,699","28,784","6,829","9,317","6,149","11,596","17,358","6,350","10,984","11,214","13,598","12,597","13,676","19,415","8,402","33,490","10,432","24,277","12,020","7,204","20,561",,"61,366","22,108"
8/15/2019,"4,736","5,718","6,673","28,921","6,911","9,317","6,166","11,775","17,358","6,285","10,984","11,105","13,627","12,702","13,676","19,169","8,386","34,435","10,314","25,181","11,967","7,212","21,573",,"62,105","21,952"
8/16/2019,"4,996","6,059","6,686","30,018","6,911","9,520","6,214","11,775","17,424","6,285","10,570","11,177","13,917","12,562","13,612","18,924","8,276","34,380","10,294","25,769","11,861","7,143","21,131","17,617","61,736","22,212"
8/19/2019,"5,008",,"6,659","29,641","6,939","9,587","6,634","11,824","17,358","6,720","11,054","11,359","13,917","13,190","13,320","19,200","8,307","34,547","10,432","25,814","11,809","7,380","20,498",,"62,253","22,402"
8/20/2019,"5,135","5,907","6,659","31,114","7,407","9,587","6,747","11,987","17,358","6,828","11,606","11,395","13,859","12,981","13,028","19,354","8,339","35,047","10,373","27,080","12,046","7,864","21,890",,"64,102","22,321"
8/21/2019,"5,129",,"6,686","30,497","7,434","9,452","6,730","11,710","17,358","6,372","11,744","11,214","13,946","12,632","13,028","19,384","8,354","35,047","10,432","26,267","12,020","7,979","22,364","18,848","64,545","22,375"
8/22/2019,"5,135",,"6,673","30,018","7,462","9,216","6,956","11,759","17,358","6,393","11,537","11,395","14,004","12,876","12,963","19,077","8,339","34,936","10,432","27,849","11,861","7,825","22,269","17,585","64,989","22,456"
8/23/2019,"5,135",,"6,686","29,881","7,655","9,283","7,069","11,678","17,358","6,415","11,261","11,250","14,004","12,841","13,093","18,954","8,197","34,491","10,373","27,668","11,861","7,902","22,143",,"64,323","22,321"
8/26/2019,"5,331",,"6,659","29,983","7,930","9,655","7,263","11,466","17,358","6,567","11,364","11,359","13,975","12,911","12,963","18,555","8,039","34,491","10,314","28,482","11,756","8,209","22,111",,"63,510","22,375"
8/27/2019,"5,629","6,059","6,793","29,229","8,013","10,026","7,295","11,417","17,490","6,480","11,813","11,286","13,917","12,772","12,672","18,432","7,818","33,768","10,314","27,984","11,624","8,324","22,111","18,753","64,028","22,429"
8/28/2019,"5,730",,"6,753","28,784","7,902","10,195","7,037","11,092","17,358","6,654","11,883","11,250","13,917","12,876","12,963","18,647","7,897","34,435","10,353","27,849","11,730","8,286","20,909","17,459","64,175","22,456"
8/29/2019,"5,711",,"6,753","28,270","7,875","10,397","7,086","11,190","17,358","6,698","11,675","11,758","13,917","12,772","13,417","18,555","7,755","34,435","10,393","27,894","11,730","8,247","20,624","16,733","64,175","22,537"
8/30/2019,"5,819",,"6,726","27,413","7,902","10,465","6,601","11,417","17,358","6,502","11,399","11,649","13,946","12,737","13,352","18,555","7,771","34,658","10,452","27,352","11,993","8,209","19,233","16,575","64,915","22,429"
9/3/2019,"5,813",,"6,713","25,494","7,655","10,127","6,569","11,352","17,358","6,198","11,261","11,540","13,772","12,492","12,899","18,432","7,282","34,547","10,412","25,453","11,914","8,094","18,031","17,712","64,767","22,456"
9/4/2019,"5,730","5,680","6,673","25,357","7,792","10,026","6,876","11,222","17,358","6,328","12,021","11,395","13,859","12,213","12,899","18,819","7,188","34,658","10,472","23,690","11,914","8,017","17,714","18,943","65,802","22,483"
9/5/2019,"5,680",,"6,673","25,529","7,792","9,925","6,714","11,499","17,358","6,263","11,399","11,250","13,830","12,283","12,769","18,619","7,251","34,491","10,472","23,735","11,809","8,132","18,948","17,869","65,802","22,375"
9/6/2019,"5,604","5,282","6,686","24,672","7,682","10,296","6,747","11,450","17,424","6,328","12,193","11,250","13,801","12,283","12,769","18,686","7,030","34,547","10,472","24,594","11,624","8,094","18,347",,"65,654","22,402"
9/9/2019,"5,604","5,642","6,713","22,959","7,572","10,229","6,860","11,157","17,358","6,524","12,021","11,214","13,714","12,353","12,639","18,619","6,920","34,102","10,393","22,876","11,940","8,055","17,524","19,101","65,358","22,456"
9/10/2019,"5,699","5,831","6,686","21,759","7,352","10,229","6,585","10,734","17,358","6,393","11,952","11,250","13,772","11,829","12,704","18,785","6,920","34,380","10,353","21,294","12,362","7,544","16,765",,"65,063","22,348"
9/11/2019,"5,699",,"6,699","23,267","7,434","10,431","6,585","11,011","17,358","6,741","11,675","11,250","13,801","12,213","12,542","18,852","7,093","34,324","10,412","21,700","12,652","7,363","17,271","19,416","63,806","22,348"
9/12/2019,"5,888",,"6,686","24,329","7,682","11,005","6,601","11,157","17,293","6,828","11,952","11,323","13,859","12,178","12,639","19,085","7,204","34,324","10,551","22,605","12,125","7,874","17,809",,"64,249","22,375"
9/13/2019,"6,078","5,491","6,686","24,501","7,737","11,174","6,876","11,238","17,326","6,654","11,883","11,323","13,888","12,144","12,315","19,118","7,219","34,380","10,551","22,559","12,046","7,986","17,240",,"65,063","22,456"
9/16/2019,"6,363","5,756","6,633","23,987","7,847","11,241","7,150","11,157","17,326","6,720","11,883","11,395","14,787","11,899","12,477","19,151","7,188","34,380","10,511","22,062","12,441","8,307","17,398",,"65,432","22,429"
9/17/2019,"6,205",,"6,686","24,501","7,930","11,613","7,166","11,125","17,326","6,415","12,090","11,323","14,903","12,074","12,315","19,051","7,141","35,604","10,472","23,192","12,705","8,229","17,714",,"66,763","22,429"
9/18/2019,"6,268","5,453","6,646","24,329","7,792","11,613","7,037","11,287","17,326","6,415","12,090","11,250","14,787","11,934","12,639","18,885","7,172","35,325","10,452","22,876","12,652","8,203","17,714",,"66,837","22,456"
9/19/2019,"6,553","5,680","6,606","24,295","7,737","11,748","7,037","11,255","17,326","6,524","12,055","11,105","14,729","11,864","13,514","18,885","7,251","35,159","10,452","22,333","12,916","8,107","17,493",,"66,763","22,321"
9/20/2019,"6,458",,"6,592","23,884","7,489","11,410","7,086","11,125","17,293","6,524","11,952","10,887","14,555","11,690","14,065","18,652","7,251","34,268","10,274","22,017","12,679","8,055","16,955",,"66,246","22,375"
9/23/2019,"6,585","5,680","6,592","22,616","7,600","11,343","6,779","11,027","17,260","6,350","12,021","10,742","14,497","11,341","13,741","18,287","7,409","34,268","10,274","21,022","12,705","7,666","15,785",,"66,172","22,429"
9/24/2019,"6,522",,"6,606","22,787","7,737","11,410","6,714","11,157","17,753","6,350","11,641","10,887","14,700","11,376","13,871","18,486","7,472","34,213","10,353","21,045","12,758","7,761","14,741",,"66,172","22,483"
9/25/2019,"6,458","5,680","6,619","23,301","7,958","11,343","6,779","11,304","17,095","6,350","11,710","10,815","15,077","11,515","13,741","18,420","7,487","34,491","10,353","21,067","12,599","7,752","15,753",,"66,172","22,402"
9/26/2019,"6,395","5,680","6,606","23,404","7,985","11,410","6,714","11,385","17,391","6,350","11,710","10,778","15,048","11,515","13,612","18,652","7,503","34,602","10,353","21,746","12,837","7,709","15,943",,"65,580","22,699"
9/27/2019,"6,458",,"6,646","23,130","7,930","11,579","6,682","11,434","17,194","6,350","11,503","10,778","15,048","11,550","13,612","18,586","7,282","35,047","10,353","21,881","12,810","7,744","15,690","18,059","66,024","22,861"
9/30/2019,"6,332","5,794","6,633","23,987","7,985","11,781","6,811","11,385","17,194","6,393","11,123","10,887","14,787","11,515","13,223","18,486","7,062","35,492","10,314","21,700","12,731","7,605","15,816","19,322","66,024","22,969"
10/1/2019,"5,888",,"6,633","24,843","8,233","11,781","7,279","11,450","17,161","6,828","10,812","11,141","14,613","11,376","13,741","18,885","7,251","35,381","10,314","22,107","12,547","7,709","15,974",,"65,950","22,699"
10/2/2019,"5,477","5,680","6,579","24,535","8,233","11,714","7,263","11,547","17,161","6,567","10,777","11,032","14,613","11,271","13,612","19,018","7,125","35,325","10,353","21,836","12,784","7,796","15,880",,"65,802","22,348"
10/3/2019,"5,097",,"6,619","25,152","8,315","11,343","7,731","11,922","17,293","7,024","11,399","11,032","14,671","11,376","13,612","19,151","7,188","35,437","10,353","21,791","12,705","7,986","15,880",,"66,024","22,429"
10/4/2019,"5,065","5,718","6,646","25,460","8,123","11,275","7,650","11,808","17,358","7,024","11,399","10,887","14,613","11,481","13,806","19,284","7,062","35,381","10,294","21,610","12,599","7,830","15,785",,"65,950","22,267"
10/7/2019,"5,319",,"6,646","25,015","8,150","10,938","7,489","11,547","17,556","7,155","11,192","10,851","14,613","11,376","13,936","19,018","6,810","34,769","10,314","20,344","12,441","8,220","15,057",,"65,802","22,212"
10/8/2019,"5,559","5,794","6,633","25,392","8,150","11,073","7,683","11,613","17,424","7,242","11,192","10,960","14,642","11,341","13,936","19,517","6,904","34,825","10,393","20,706","12,573","8,211","15,437","18,943","65,506","22,212"
10/9/2019,"5,357","5,945","6,673","25,837","8,040","11,140","7,699","11,743","17,095","7,242","11,123","11,105","14,642","11,132","13,871","19,284","6,936","34,658","10,353","20,570","12,520","8,211","15,184","18,943","65,432","22,212"
10/10/2019,"5,129","5,756","6,673","25,426","7,985","10,971","7,570","11,824","17,293","6,872","11,330","11,069","14,613","11,166","13,871","19,085","7,046","34,102","10,353","20,570","12,731","8,142","15,310","19,259","65,432","22,185"
10/11/2019,"5,160",,"6,659","25,357","7,985","10,904","7,295","11,824","17,621","6,589","10,984","11,032","14,439","11,097","14,000","19,251","6,983","34,435","10,274","20,073","12,784","7,969","15,152",,"65,358","22,239"
10/14/2019,"5,217","5,756","6,633","24,672","8,040","11,073","6,924","11,873","17,424","6,654","10,984","11,032","14,497","11,236","13,936","19,151","7,125","34,491","10,314","18,943","12,942","7,900","14,962",,"64,989","22,321"
10/15/2019,"5,015","5,756","6,753","25,220","8,068","11,174","7,037","11,645","17,358","6,676","10,915","11,069","14,758","11,166","13,482","19,184","6,999","34,547","10,274","19,304","12,784","7,900","14,994","17,964","63,880","22,429"
10/16/2019,"4,679",,"6,686","26,728","8,013","11,073","7,199","11,515","17,326","6,633","10,950","11,032","14,555","11,236","13,417","19,184","7,062","34,491","10,274","19,304","12,810","7,796","14,994","16,828","63,880","22,429"
10/17/2019,"4,685",,"6,673","27,413","7,847","11,005","7,166","11,482","17,326","6,524","11,054","11,105","14,497","11,166","13,449","19,085","6,999","33,545","10,314","19,033","12,995","7,744","14,994",,"63,954","22,429"
10/18/2019,"4,432","5,756","6,686","28,476","7,792","10,802","6,973","11,547","17,326","6,567","10,950","11,214","14,671","11,097","13,612","19,085","6,999","33,434","10,314","19,214","12,863","7,700","15,310",,"64,323","22,402"
10/21/2019,"4,432","5,358","6,673","28,167","7,710","10,566","6,973","11,515","17,326","6,589","10,950","11,395","14,555","11,166","13,838","18,652","6,841","33,545","10,353","19,982","12,520","7,865","15,437","17,680","63,954","22,321"
10/22/2019,"4,739",,"6,659","28,373","7,737","10,667","7,086","11,515","17,424","6,589","10,915","11,431","14,961","11,027","13,482","18,752","6,936","33,656","10,333","20,389","12,020","7,709","16,259","16,480","63,584","22,402"
10/23/2019,"4,910",,"6,619","29,298","7,765","10,667","7,134","11,515","17,063","6,676","10,915","11,250","14,990","11,027","13,579","19,051","6,999","33,656","10,353","20,706","12,125","7,553","16,291",,"63,510","22,429"
10/24/2019,"4,978","5,150","6,673","29,127","7,875","10,701","7,182","11,482","17,391","6,720","10,984","11,288","15,454","11,027","13,579","18,952","6,951","33,879","10,353","20,706","12,072","7,579","16,291","17,522","63,658","22,375"
10/25/2019,"4,903",,"6,646","29,298","7,930","10,667","7,199","11,499","17,358","6,698","11,054","11,288","15,454","10,887","13,644","19,018","7,219","33,656","10,353","21,248","11,598","7,536","16,006","16,354","63,584","22,429"
10/28/2019,"4,841","4,828","6,646","29,127","7,820","10,870","7,312","11,499","17,326","6,567","11,123","11,438","15,454","10,818","13,547","19,118","7,282","32,933","10,333","21,022","11,624","7,492","16,133",,"63,584","22,429"
10/29/2019,"4,875",,"6,606","28,270","7,600","10,904","7,199","11,401","17,326","6,567","11,123","11,438","15,367","10,748","13,385","18,952","7,188","32,878","10,333","20,570","11,677","7,484","16,006","16,417","64,767","22,348"
10/30/2019,"5,094",,"6,606","28,750","7,655","10,735","7,199","11,450","17,326","6,611","10,984","11,400","15,280","10,748","13,449","19,085","7,188","32,989","10,333","20,706","12,099","7,406","15,880",,"65,654","22,429"
10/31/2019,"4,875","4,563","6,579","28,441","7,379","10,431","7,102","11,499","17,293","6,567","11,054","10,950","15,193","10,643","13,320","18,985","7,188","33,100","10,314","20,864","11,967","7,492","15,753","17,049","65,802","22,807"
11/1/2019,"4,773","4,866","6,592","28,099","7,379","10,397","7,086","11,499","17,326","6,611","11,054","10,913","15,077","10,608","13,417","19,118","7,141","32,822","10,274","20,570","12,283","7,536","15,690",,"70,386","22,807"
11/4/2019,"4,698","5,188","6,592","28,201","7,572","10,769","7,086","11,678","17,326","6,654","10,915","10,725","15,425","10,573","13,936","18,952","7,219","32,933","10,274","20,525","12,309","7,527","15,057","18,185","70,977","22,645"
11/5/2019,"4,698","5,547","6,566","28,715","7,517","10,701","7,392","11,661","17,424","6,872","11,054","10,800","15,773","10,608","13,612","19,051","7,219","32,544","10,274","20,480","12,389","7,432","15,437","18,059","72,382","22,429"
11/6/2019,"4,698","5,850","6,579","29,812","7,600","10,938","7,344","11,596","17,424","6,785","10,846","10,725","15,686","10,678","14,065","18,985","7,125","32,655","10,314","20,932","12,520","7,432","15,120",,"73,491","22,212"
11/7/2019,"4,705",,"6,579","29,709","7,572","10,938","7,376","11,547","17,391","6,720","11,399","10,875","15,773","10,887","13,806","18,952","7,235","32,321","10,314","21,520","12,520","7,432","15,120",,"73,565","22,321"
11/8/2019,"4,569","6,096","6,606","29,572","7,434","10,938","7,392","11,515","17,391","6,763","11,399","10,875","15,657","11,062","14,000","18,918","7,156","32,433","10,432","21,520","12,389","7,423","15,310","19,322","72,826","22,185"
11/11/2019,"4,548","5,718","6,633","29,469","7,324","11,005","7,521","11,385","17,621","6,676","11,399","10,875","15,541","11,620","13,644","18,686","7,235","32,321","10,393","21,655","12,468","7,423","15,089","19,416","72,974","22,185"
11/12/2019,"4,562","5,907","6,552","29,641","7,517","10,870","7,554","11,320","17,556","6,741","11,399","11,063","15,222","11,620","14,000","18,819","7,188","32,321","10,393","21,565","12,837","7,657","14,836",,"72,308","22,321"
11/13/2019,"4,446","6,059","6,566","29,024","7,489","10,735","7,505","11,320","17,095","6,741","11,364","11,063","15,222","11,515","13,676","18,819","7,188","31,821","10,353","21,248","13,179","7,657","14,361","20,711","71,791","22,375"
11/14/2019,"4,330",,"6,566","29,127","7,434","10,566","7,554","11,336","18,082","6,785","11,192","11,175","15,193","11,341","13,871","18,719","7,156","32,544","10,353","20,887","13,496","7,553","14,456",,"71,273","22,348"
11/15/2019,"4,234",,"6,579","29,641","7,600","10,600","7,618","11,369","17,621","7,024","11,468","11,175","15,193","11,446","13,612","18,819","7,125","32,544","10,353","20,887","13,786","7,466","14,235",,"71,199","22,294"
11/18/2019,"4,159","6,172","6,526","30,429","7,489","10,465","7,521","11,287","17,621","6,915","11,192","11,063","15,106","11,376","13,547","18,785","7,093","32,377","10,314","20,615","13,944","7,415","13,918","20,206","71,199","22,348"
11/19/2019,"4,228","6,059","6,512","30,360","7,545","10,465","7,521","11,222","17,589","6,915","11,399","11,138","15,077","11,411","13,547","18,785","7,014","32,433","10,314","21,248","13,548","7,449","14,108","21,342","71,347","22,321"
11/20/2019,"4,146","6,210","6,539","30,360","7,489","10,600","7,328","11,304","17,621","6,937","11,399","11,400","15,106","11,166","13,482","18,719","6,951","32,488","10,314","22,605","13,838","7,441","14,488",,"71,125","22,321"
11/21/2019,"4,166","6,248","6,526","30,566","7,434","10,532","7,392","11,304","17,523","6,937","11,399","11,400","15,222","11,201","13,482","18,785","6,999","31,709","10,274","22,605","13,496","7,415","14,488","20,837","70,460","22,321"
11/22/2019,"4,364","6,096","6,472","28,441","7,187","10,060","7,102","11,141","17,490","6,741","11,192","11,438","15,222","11,132","13,287","18,553","7,030","31,709","10,235","21,700","14,435","7,363","14,298","22,100","69,129","22,158"
11/25/2019,"4,637","6,059","6,472","28,099","7,187","9,587","7,150","10,734","17,457","6,741","11,054","11,550","15,280","11,097","13,352","18,386","6,999","31,821","10,235","21,565","14,837","7,319","14,488","20,781","68,907","22,239"
11/26/2019,"4,910","5,983","6,459","28,304","7,269","9,553","7,263","11,060","17,391","6,763","11,054","11,550","15,396","10,922","13,352","18,619","7,093","31,431","10,235","21,565","14,971","7,293","14,393","19,791","68,981","22,321"
11/27/2019,"5,250","6,059","6,445","27,996","7,269","9,824","7,263","11,141","17,391","6,654","11,054","11,550","15,338","10,887","13,320","18,553","7,377","31,431","10,353","21,791","14,757","7,285","14,488","18,571","68,759","22,158"
11/28/2019,"5,380","6,059","6,419","27,927","7,269","9,452","7,231","10,897","17,095","6,459","11,054","11,400","15,338","10,713","13,287","18,220","7,330","31,543","10,195","21,429","15,213","7,285","14,488","17,482","67,724","22,321"
11/29/2019,"5,373","6,210","6,445","27,962","7,214","9,553","7,247","10,864","17,095","6,524","11,537","11,513","15,309","10,748","13,449","18,353","7,345","31,598","10,235","20,954","15,374","7,233","14,235","18,703","67,946","22,699"
12/2/2019,"4,998",,"6,432","26,008","7,242","9,452","7,118","10,685","17,293","6,415","10,915","11,475","15,309","10,643","13,417","18,386","7,014","31,209","10,274","19,530","15,025","7,189","13,855","19,131","67,946","22,699"
12/3/2019,"5,005",,"6,432","26,214","7,159","9,317","6,779","10,279","17,293","6,415","10,984","10,950","15,396","10,678","13,417","18,287","7,141","31,264","10,432","19,892","15,508","7,120","13,096","20,451","67,872","22,158"
12/4/2019,"4,978",,"6,432","25,700","7,352","9,452","6,973","10,279","17,293","6,480",,"11,063","15,512","10,678","13,190","18,320","7,267","31,376","10,669","19,530","15,562","7,120","13,159",,"67,872","22,483"
12/5/2019,"4,930",,"6,419","25,837","7,379","9,385","7,134","10,507","17,293","6,589","11,019","11,025","15,657","10,573","13,125","18,353","7,298","31,431","10,985","19,666","15,052","7,120","12,969",,"68,020","22,483"
12/6/2019,"4,814","6,362","6,445","25,529","7,352","9,385","7,199","10,539","17,095","6,720",,"11,175","15,686","10,573","13,385","18,420","7,298","31,709","10,946","19,553","15,105","7,155","12,463","21,110","68,020","22,429"
12/9/2019,"4,910","6,248","6,472","25,906","7,407","9,216","7,182","10,539","17,293","6,763","10,984","10,950","15,570","10,538","13,385","18,586","7,535","31,543","11,104","19,666","14,783","7,059","12,590",,"68,020","22,483"
12/10/2019,"4,957","6,399","6,499","25,871","7,297","9,216","7,134","10,523","17,293","6,763","11,123","11,063","15,541","10,538","13,352","18,553","7,503","30,708","11,124","19,847","14,757","7,103","12,653",,"67,650","22,158"
12/11/2019,"4,957",,"6,419","26,831","7,379","9,587","7,102","10,474","17,293","6,669","11,123","10,875","15,512","10,573","12,996","18,639","7,566","31,153","11,025","20,231","15,615","7,103","12,843",,"67,355","22,348"
12/12/2019,"5,182",,"6,419","26,899","7,545","9,857","7,086","10,718","17,293","6,692","11,192","10,950","15,657","10,783","13,158","18,538","7,692","31,153","10,985","20,615","16,205","7,042","13,729",,"67,429","22,537"
12/13/2019,"5,175",,"6,419","26,797","7,545","9,655","7,263","10,702","17,391","6,763","11,123","11,025","15,715","10,887","13,385","18,504","7,613","30,597","10,926","20,548","15,884","7,059","14,013",,"65,876","22,402"
12/16/2019,"4,978","6,248","6,378","26,694","7,517","9,688","7,457","10,620","17,391","6,669","10,915","10,950","15,715","10,748","13,125","18,335","7,708","31,153","10,906","20,118","15,669","7,146","14,235",,"63,658","22,267"
12/17/2019,"4,910","6,248","6,312","26,283","7,379","9,486","7,457","10,620","17,391","6,904","10,915","11,063","15,425","10,748","13,287","18,098","7,645","31,153","10,927","19,960","15,776","7,146","13,634",,"63,214","22,483"
12/18/2019,"4,910","6,409","6,285","26,385","7,269","9,452","7,521","10,572","17,095","6,904","10,915","11,063","15,222","10,608","13,028","18,233","7,503","30,931","10,741","19,937","15,830","7,172","13,665","21,110","62,031","22,429"
12/19/2019,"4,916",,"6,378","26,728","7,379","9,418","7,489","10,604","17,293","6,834","10,915","11,138","15,251","10,608","12,899","17,929","7,519","30,986","10,535","19,937","15,052","7,189","13,665",,"62,031","22,267"
12/20/2019,"4,875",,"6,352","27,071","7,379","9,283","7,441","10,604","17,326","6,740","11,399","11,438","15,425","10,678","13,223","17,794","7,724","30,986","10,617","20,050","15,079","7,059","13,412",,"62,253","22,429"
