History Price / Date,CCL,CDC,CRE,D2D,DIG,DXG,HDC,HDG,HPX,IJC,ITC,KBC,KDH,LHG,NBB,NLG,NTL,NVL,PDR,SZL,TCH,TDC,TIP,TIX,VHM,VPI
4/28/2022,"9,073","10,921","18,464","28,752","43,800","27,718","32,529","31,078","27,000","11,492","13,182","32,250","32,102","35,008","19,500","39,988","12,140","81,700","51,865","31,626","11,034","15,829","22,259",,"62,670","45,330"
4/29/2022,"9,110","10,857","18,493","28,920","46,068","28,417","34,246","31,296","27,000","11,764","13,136","32,850","32,716","35,088","20,000","40,987","12,416","82,000","51,948","31,626","11,315","16,215","23,810","27,697","63,156","45,479"
5/4/2022,"8,960","10,762","18,464","28,584","43,233","26,942","32,854","29,611","27,000","11,764","12,545","32,250","31,760","32,895","20,000","41,551","12,081","80,500","51,447","31,778","10,964","15,877","24,702","27,401","62,670","45,182"
5/5/2022,"8,847","10,603","18,552","28,584","41,178","27,175","31,090","29,774","26,950","11,710","12,545","32,100","31,487","34,171","19,350","41,725","12,061","81,200","51,447","31,778","10,858","15,732","23,500",,"66,848","45,999"
5/6/2022,"8,508","10,413","18,493","27,911","38,343","25,273","28,956","27,710","26,950","11,165","11,955","30,825","31,487","31,818","18,000","42,984","12,061","80,800","51,028","30,517","10,401","15,298","22,918","26,919","66,751","44,959"
5/9/2022,"7,943","10,381","17,374","27,239","35,721","23,526","26,960","25,781","26,900","10,403","11,136","30,000","29,301","29,625","16,750","39,988","11,234","78,500","49,606","30,517","9,699","14,236","21,328",,"66,071","44,216"
5/10/2022,"7,454","10,540","17,433","28,136","37,563","23,603","25,104","25,047","27,000","10,076","11,273","30,113","29,643","31,101","17,200","42,376","11,313","79,000","51,781","30,719","9,663","14,671","21,328",,"67,917","44,513"
5/11/2022,"7,943","10,698","18,258","29,705","40,186","24,069","26,821","25,536","26,850","10,158","11,500","30,900","29,779","30,303","18,400","43,071","11,372","78,700","50,777","30,466","9,769","15,201","21,910",,"68,500","44,513"
5/12/2022,"7,604","10,698","18,287","28,696","37,422","22,400","24,965","23,771","26,750","9,450","10,727","29,250","28,857","28,190","17,200","40,379","10,583","75,300","47,682","31,173","9,101","14,140","20,398",,"66,945","44,216"
5/13/2022,"7,077","10,476","17,904","27,463","34,835","20,847","23,248","22,113","26,500","8,796","10,000","27,225","26,842","26,236","16,000","38,035","9,854","75,000","44,838","29,004","8,469","13,175","19,079",,"66,071","43,770"
5/16/2022,"7,228","10,794","17,904","27,575","34,374","19,411","23,294","20,592","26,500","8,714","10,273","27,188","26,842","24,402","16,000","38,816","9,815","75,000","45,675","28,903","8,398","13,223","19,312",,"63,933","43,770"
5/17/2022,"7,717","11,111","18,611","29,144","36,713","20,342","24,919","22,032","26,500","9,314","10,909","28,875","28,482","25,837","17,100","40,813","10,367","78,300","47,682","29,054","8,961","14,140","20,630",,"65,002","45,330"
5/18/2022,"7,717","11,206","18,611","29,425","39,264","20,731","25,800","23,553","26,350","9,531","11,045","30,000","28,345","25,917","17,500","40,379","10,367","78,300","46,678","29,256","9,171","14,188","20,902","26,548","65,002","44,587"
5/19/2022,"7,642","11,270","18,641","29,649","39,264","19,799","26,032","24,966","26,500","9,450","10,636","30,750","28,345","25,917","17,000","40,640","10,248","78,000","45,173","29,256","9,101","13,802","20,785",,"65,099","44,587"
5/20/2022,"7,717","11,302","18,670","29,649","41,745","20,925","27,285","25,319","26,500","9,586","10,636","30,750","28,277","26,276","18,150","40,727","10,406","77,800","45,005","30,265","9,347","13,802","20,436",,"64,905","43,918"
5/23/2022,"7,514","11,238","18,317","30,309","38,839","19,644","25,383","24,993","26,300","9,504","10,818","30,750","27,935","27,073","19,300","39,511","10,347","76,400","44,336","30,214","8,890","13,850","20,242","24,842","64,808","43,770"
5/24/2022,"7,514","11,270","18,228","30,189","41,107","20,575","26,914","25,102","24,700","9,477","10,909","31,350","27,389","27,113","19,300","40,442","10,327","77,200","44,503","30,164","8,925","13,512","20,281","25,420","65,002","42,729"
5/25/2022,"7,868","11,302","18,611","30,249","42,596","21,391","28,260","26,324","26,300","9,885","11,273","32,850","27,935","27,911","19,950","41,321","10,662","78,900","44,169","31,021","9,523","13,899","20,940","25,420","65,974","45,553"
5/26/2022,"7,905","11,302","18,729","30,129","41,816","21,119","28,909","27,438","26,100","10,022","11,182","32,963","28,311","27,831","20,000","41,541","10,721","78,000","44,838","30,920","9,769","14,140","22,375","25,651","66,751","45,627"
5/27/2022,"8,094","11,175","18,729","29,949","42,666","21,196","29,002","27,438","26,100","10,239","11,227","33,225","29,062","27,751","20,100","42,024","10,800","78,400","45,424","30,719","9,804","14,815","22,802",,"67,723","45,330"
5/30/2022,"8,244","11,238","19,112","29,979","43,517","21,895","29,002","27,438","26,150","10,485","11,364","33,150","28,960","28,589","20,000","42,024","11,155","78,700","46,260","30,265","9,769","14,864","22,492",,"68,500","45,702"
5/31/2022,"8,207","11,143","19,112","29,649","42,808","21,468","28,306","27,927","26,150","10,839","11,364","33,375","28,721","28,469","19,500","41,980","11,037","78,000","45,842","29,760","9,593","14,478","21,716","25,651","69,600","45,702"
6/1/2022,"8,056","11,175","18,906","29,109","41,462","20,964","28,306","27,438","25,650","11,301","11,273","33,375","28,687","27,871","19,100","40,837","10,958","78,000","45,591","29,659","9,593","14,188","21,871","24,727","70,300","46,816"
6/2/2022,"7,793","11,111","18,111","29,649","39,477","20,071","27,610","26,569","26,200","11,792","11,136","33,300","28,004","28,628","18,750","39,562","11,115","78,900","45,340","29,558","9,207","13,947","22,104","24,650","69,500","46,593"
6/3/2022,"7,642","10,571","17,757","29,499","40,540","19,411","27,935","26,324","26,300","11,356","10,818","33,450","27,867","28,230","18,200","38,815","10,918","77,500","44,922","29,407","9,101","13,899","21,716","24,688","69,400","46,296"
6/6/2022,"7,604","10,571","17,610","29,589","37,705","18,052","26,450","27,221","25,900","11,220","10,636","32,813","27,765","28,070","17,750","37,892","10,761","76,300","44,922","29,357","8,855","13,705","20,708",,"69,300","45,702"
6/7/2022,"7,529","10,349","17,109","29,589","37,493","16,810","26,079","29,122","26,100","10,947","10,364","32,250","27,594","28,788","18,900","36,222","10,721","76,000","44,252","29,155","8,925","13,802","20,049","24,650","68,500","45,033"
6/8/2022,"7,717","10,698","17,698","29,589","38,981","17,974","27,888","29,883","26,000","11,710","10,727","33,600","28,208","30,782","19,350","38,727","10,820","76,400","44,085","29,558","9,277","14,140","21,445",,"68,500","46,073"
6/9/2022,"7,755","10,794","17,610","29,229","38,627","19,217","28,306","29,883","26,100","11,846","11,136","33,600","28,038","32,058","19,350","38,771","10,879","76,500","44,503","28,903","9,488","14,140","21,949",,"68,300","45,479"
6/10/2022,"7,755","10,984","17,257","28,929","36,855","18,518","27,517","28,470","26,200","11,873","10,818","34,125","27,969","29,825","19,800","37,716","10,642","77,000","44,085","29,760","9,347","14,043","21,328",,"68,300","45,405"
6/13/2022,"7,213","10,921","16,167","26,918","34,303","17,237","25,615","27,981","26,200","11,056","10,273","31,763","27,252","27,751","18,450","35,079","9,913","76,000","41,826","28,701","8,715","13,319","19,855","23,109","66,000","45,182"
6/14/2022,"7,122","10,921","15,784","26,888","31,964","17,470","24,733","29,068","26,300","10,839","10,182","32,250","26,638","28,589","17,550","35,255","9,677","76,600","41,743","28,953","8,539","12,933","19,855","23,186","66,000","45,479"
6/15/2022,"6,716","10,921","14,989","26,408","29,732","16,266","23,016","28,253","26,400","10,947","9,500","32,175","26,023","29,187","16,450","33,892","9,657","76,400","40,823","28,953","8,082","12,451","19,389",,"65,900","45,107"
6/16/2022,"6,723","11,016","14,076","26,588","27,676","15,606","21,415","30,209","27,200","10,839","8,955","32,025","26,706","28,708","16,650","34,287","9,815","77,500","42,496","28,953","8,012","12,354","19,777","23,186","66,000","45,925"
6/17/2022,"6,513","10,921","13,104","26,168","25,763","15,140","19,930","31,785","27,250","10,239","8,336","31,500","26,638","27,911","15,500","32,793","9,460","75,700","42,077","28,701","7,485","11,534","19,389","24,804","66,000","45,182"
6/20/2022,"6,061","10,952","12,191","25,177","23,991","14,092","18,538","30,263","26,900","9,531","8,182","29,325","26,330","26,276","15,200","30,507","9,460","75,500","41,743","28,499","6,965","10,762","18,342",,"65,000","45,033"
6/21/2022,"6,483","10,667","11,367","25,147","22,325","14,325","17,256","28,199","26,500","9,559","8,182","28,600","26,398","26,077","14,500","29,892","9,398","75,500","42,245",,"6,958","10,038","17,218","24,842","65,000","45,330"
6/22/2022,"6,934","10,794","11,956","24,307","23,885","14,674","18,445","28,253","26,600","9,804","8,382","28,500","26,296","26,715","15,500","30,595","9,378","75,500","43,332","28,247","7,414","10,472","17,955",,"64,800","47,485"
6/23/2022,"7,416","10,857","11,956","25,988","25,550","15,684","19,721","29,937","27,500","10,076","8,500","29,700","26,023","27,306","15,850","31,914","9,522","74,900","43,667","27,743","7,520","10,858","18,226","23,225","63,200","46,668"
6/24/2022,"7,311","10,952","12,162","25,928","24,841","15,917","21,084","29,774","27,350","9,994","8,818","30,100","26,262","26,630","16,000","31,650","9,501","74,000","43,918","27,743","7,414","11,196","18,846",,"63,200","46,965"
6/27/2022,"7,755","10,921","12,810","25,928","25,586","16,305","21,752","29,720","27,450","10,457","9,045","32,000","26,672","27,645","16,000","31,650","9,645","78,800","44,001","28,953","7,906","11,293","19,428",,"63,500","47,262"
6/28/2022,"7,905","10,952","12,898","25,688","27,358","16,499","21,926","30,970","27,400","10,566","8,955","32,450","26,808","28,321","16,700","32,353","9,871","75,100","44,336",,"8,082","11,293","19,428","24,650","63,800","47,485"
6/29/2022,"7,905","10,952","13,252","25,508","26,932","15,839","22,245","30,970","27,400","10,512","8,818","33,200","26,842","28,405","16,400","32,837","10,365","75,100","43,834",,"7,871","11,196","19,273",,"63,300","47,560"
6/30/2022,"7,567","10,921","12,957","24,907","25,090","15,140","21,462","30,698","27,300","9,913","8,864","32,700","26,569","27,729","16,000","31,474","10,344","74,500","43,332","28,953","7,520","10,810","18,497","25,189","62,100","46,816"
7/1/2022,"7,424","10,857","12,957","24,787","25,869","15,296","21,636","29,829","27,300","9,913","8,727","32,550","26,535","27,729","15,700","31,694","10,468","74,400","43,834","28,751","7,696","10,665","19,351",,"61,400","46,296"
7/4/2022,"7,394","10,921","12,663","24,547","25,940","15,684","21,287","27,764","27,000","9,913","8,545","32,500","26,897","27,053","15,800","31,210","10,283","74,000","43,165","27,743","7,766","10,713","18,846",,"61,000","45,850"
7/5/2022,"7,190","10,952","12,663","24,487","24,735","15,529","20,562","27,710","27,000","9,722","8,545","31,800","26,446","26,715","15,150","31,166","10,118","73,500","43,500","28,146","7,450","10,424","18,226",,"60,500","45,850"
7/6/2022,"7,085","10,921","11,838","24,187","24,735","15,179","19,837","26,993","26,700","9,531","8,545","31,500","26,334","25,531","15,300","30,771","9,871","73,400","43,500","28,499","7,274","10,327","17,916",,"59,100","45,627"
7/7/2022,"7,138","10,921","12,074","23,647","25,479","15,451","19,953","28,525","26,650","9,504","8,500","31,700","26,747","25,277","15,800","31,210","9,871","74,000","43,751","27,339","7,379","10,665","18,187",,"61,000","45,776"
7/8/2022,"7,416","11,143","12,427","23,407","27,251","16,499","21,345","28,427","26,650","9,967","8,718","32,100","27,085","26,292","16,900","32,133","10,283","73,800","44,169","28,449","7,871","11,051","18,497",,"61,000","46,296"
7/11/2022,"7,401","11,111","12,604","22,807","28,421","16,227","22,100","28,068","26,800","9,804","8,636","33,200","26,296","25,658","17,700","31,826","10,241","73,400","43,751","29,659","7,836","10,617","18,226",,"60,500","46,222"
7/12/2022,"7,680","11,238","12,928","23,137","30,405","16,965","23,637","29,601","26,500","10,457","8,818","35,500","26,747","27,433","18,000","33,057","10,941","73,400","44,001","27,843","8,152","11,341","19,467","23,687","60,200","45,999"
7/13/2022,"7,680","11,333","13,016","23,707","29,484","16,577","24,101","28,916","26,500","10,267","9,364","35,950","26,559","28,025","17,300","32,529","10,735","73,600","43,918","28,348","7,977","12,113","19,506",,"60,100","46,073"
7/14/2022,"7,834","11,333","13,899","23,977","30,051","16,887","24,072","29,209","26,450","10,648","9,318","35,950","27,648","29,166","17,350","33,408","10,900","73,700","44,169","28,247","8,117","12,740","19,389",,"60,100","46,371"
7/15/2022,"7,918","11,587","14,871","23,467","29,732","17,043","24,246","29,242","26,100","10,539","9,364","35,550","27,310","28,744","17,550","33,540","10,817","73,600","44,169","28,297","8,328","12,547","19,700","22,724","60,000","46,668"
7/18/2022,"7,952","11,619","15,136","24,007","28,102","16,616","23,695","28,981","26,100","10,648","9,545","35,600","27,198","28,659","18,200","33,188","11,085","73,600","44,420","28,348","8,258","12,306","19,622","23,109","59,000","47,114"
7/19/2022,"7,927","11,683","15,019","23,647","28,881","16,227","23,956","30,187","26,150","10,430","9,545","36,550","27,047","29,251","18,050","32,529","11,002","73,600","44,420","28,196","8,223","12,547","19,351","23,186","58,800","46,742"
7/20/2022,"7,977","11,683","15,284","24,307","29,767","16,848","25,609","30,774","26,150","10,784","9,727","37,000","27,573","29,969","18,700","33,232","11,146","73,900","44,420","29,004","8,539","13,416","20,126","23,263","59,700","47,560"
7/21/2022,"7,935","11,778","15,313","24,787","31,474","17,314","25,319","30,644","26,000","10,757","9,591","36,850","27,761","29,673","18,050","33,584","11,064","74,200","44,252","28,398","8,363","13,416","19,816","23,186","58,900","47,188"
7/22/2022,"7,851","11,810","15,195","24,577","30,869","17,081","25,000","30,839","26,000","10,675","9,591","36,850","27,423","29,673","17,950","33,101","10,879","73,900","43,667","28,449","8,291","12,933","20,320","24,650","58,700","46,965"
7/25/2022,"7,631","11,746","15,019","24,337","30,436","17,004","24,826","31,687","26,000","10,675","9,364","36,200","27,273","30,308","17,500","32,617","10,756","73,700","43,834","28,398","8,183","13,802","20,940",,"58,900","47,114"
7/26/2022,"7,606","11,810","14,989","24,127","30,350","17,470","24,797","31,687","26,000","10,294","9,091","36,000","27,836","29,673","17,500","32,529","10,694","73,900","43,751","27,995","8,183","13,802","21,251","24,573","58,700","46,742"
7/27/2022,"7,665","11,810","14,989","23,707","31,560","18,557","26,392","32,078","26,100","10,376","9,227","36,300","28,024","29,673","17,900","33,584","10,817","73,700","43,918","27,238","8,327","13,995","20,940","24,573","58,600","46,519"
7/28/2022,"7,859","11,968","15,254","24,307","33,679","19,061","26,856","33,773","26,150","10,784","9,455","37,800","28,550","30,942","18,100","34,331","11,558","74,000","44,503","28,398","8,507","13,995","21,328",,"58,800","46,593"
7/29/2022,"7,825","11,937","15,254","24,427","33,117","19,255","26,972","34,491","26,200","10,757","10,091","37,700","28,174","30,857","17,500","34,419","11,516","74,500","44,001","28,297","8,507","14,285","21,212","24,341","59,900","46,073"
8/1/2022,"7,918","12,000","15,313","24,427","34,198","20,420","27,175","33,839","26,200","11,274","10,773","39,550","28,926","31,111","18,000","36,266","11,516","74,700","44,838","27,743","8,832","14,671","21,251",,"60,000","48,674"
8/2/2022,"8,188","11,968","15,284","24,847","34,241","20,381","27,146","33,839","26,050","11,220","11,500","38,800","29,226","30,899","18,250","36,002","11,496","75,700","45,005","27,642","8,868","15,684","21,328","24,573","62,500","48,823"
8/3/2022,"8,180","11,905","15,401","24,907","34,154","20,964","28,016","34,556","26,000","11,301","11,727","38,600","29,264","31,280","18,800","36,353","11,516","76,200","45,005","28,550","8,868","16,360","21,716",,"61,900","48,823"
8/4/2022,"8,095","11,873","16,314","24,787","34,284","20,731","27,610","33,382","26,000","11,138","11,909","37,800","29,301","30,265","18,600","36,266","11,516","78,500","45,173","28,398","8,976","16,504","21,522","24,650","63,000","48,674"
8/5/2022,"8,112","11,778","16,344","24,787","35,495","21,235","28,509","33,708","26,100","11,247","12,727","38,500","29,076","30,096","18,850","36,749","11,928","80,900","45,173","28,247","8,976","16,601","21,483","23,918","61,800","48,600"
8/8/2022,"8,475","11,810","17,080","24,757","35,235","20,808","28,074","34,491","26,800","11,274","13,545","37,900","29,001","29,251","19,000","37,057","11,825","81,800","45,005","28,096","8,868","16,456","21,173","25,035","61,500","48,080"
8/9/2022,"8,559","11,841","16,844","25,147","35,408","20,964","28,190","33,643","27,250","11,274","13,136","37,900","28,813","29,420","18,900","38,024","11,887","83,300","45,005","28,096","9,048","17,566","21,639","24,110","60,900","48,377"
8/10/2022,"8,475","11,968","16,726","25,418","36,403","21,740","28,538","34,099","27,400","12,037","13,727","37,800","29,113","31,068","20,200","37,804","11,887","83,200","44,922","28,196","9,084","18,676","22,957","24,688","61,300","48,674"
8/11/2022,"8,433","11,937","16,609","24,727","34,587","21,585","27,378","32,926","26,400","11,955","13,364","37,500","29,301","30,603","20,250","37,365","11,640","81,300","44,838","27,894","8,832","18,676","22,259","25,035","61,400","48,526"
8/12/2022,"8,433","11,873","16,609","24,877","35,062","21,740","27,436","33,773","26,500","12,500","13,545","38,400","29,151","32,717","20,500","37,277","11,578","81,500","45,005","28,600","8,904","19,110","22,957","25,035","61,200","48,303"
8/15/2022,"8,517","11,937","17,750","24,667","35,192","21,740","28,248","35,534","26,800","12,908","13,545","38,300","29,151","33,140","20,550","37,980","11,599","81,800","45,340","28,953","8,976","18,773","22,841","23,494","61,500","48,674"
8/16/2022,"8,399","11,937","17,800","24,487","35,668","21,662","28,364","35,208","27,100","13,017","13,545","38,250","29,189","33,351","21,500","37,628","11,599","83,000","45,591",,"8,940","19,883","22,492","25,112","61,300","48,823"
8/17/2022,"8,475","12,000","17,400","24,067","35,624","22,283","30,336","35,143","26,800","12,636","14,227","37,100","29,527","33,097","20,700","38,507","11,681","84,400","48,686","27,793","8,904","19,497","22,220","26,537","61,300","49,046"
8/18/2022,"8,357","11,937","16,900","23,947","35,278","22,245","30,220","34,882","26,500","12,636","14,682","36,300","29,527","32,463","20,000","37,540","11,516","83,100","48,853","27,995","8,760","19,690","21,406","25,458","61,100","49,417"
8/19/2022,"8,272","11,810","16,800","24,007","35,192","22,516","30,858","34,556","26,050","12,745","14,409","35,950","29,076","32,041","20,000","36,310","11,516","82,300","48,184","28,247","8,616","19,690","20,902","25,035","60,100","49,269"
8/22/2022,"8,019","11,746","16,750","23,947","32,987","21,740","31,206","34,686","26,200","13,072","13,409","36,500","28,325","32,801","19,000","37,408","11,085","81,800","46,929","28,247","8,399","20,076","21,096","25,805","59,400","48,971"
8/23/2022,"8,348","11,810","16,500","24,367","34,587","22,206","31,728","35,338","26,000","13,235","13,636","36,950","28,325","34,492","19,900","38,376","11,105","82,000","47,348","29,155","8,688","21,137","21,522","24,804","59,500","48,451"
8/24/2022,"8,475","11,841","16,450","24,367","34,241","22,012","31,322","36,186","26,000","13,126","13,727","37,250","28,362","35,084","19,900","37,892","11,146","82,900","47,180","29,256","8,724","21,186","21,716","26,383","59,700","48,526"
8/25/2022,"8,433","11,968","16,350","24,277","34,587","21,856","31,264","36,381","26,100","12,908","13,773","37,800","28,700","34,196","19,900","38,244","11,187","83,600","47,431","30,668","8,976","20,751","22,026","25,458","61,000","48,154"
8/26/2022,"8,180","11,968","16,300","24,067","34,673","21,740","30,858","35,795","26,050","12,663","13,636","37,000","28,813","34,070","19,400","38,991","11,270","83,300","47,097","30,719","9,012","20,799","21,483","25,112","60,300","48,823"
8/29/2022,"8,011","11,873","15,600","23,647","34,414","21,119","31,728","35,143","26,000","12,472","13,364","35,600","28,249","32,971","18,800","38,507","10,879","82,100","45,005","30,719","8,724","21,523","21,173","25,574","59,700","48,303"
8/30/2022,"7,994","11,937","15,750","23,587","32,857","20,187","31,728","35,012","26,100","12,336","13,000","34,650","28,325","33,309","18,300","37,848","10,858","82,200","46,093","30,769","8,580","22,199","20,940","25,651","59,900","48,674"
8/31/2022,"8,045","11,937","15,850","23,377","32,857","20,575","31,612","35,534","26,000","12,418","12,864","34,700","27,799","34,154","18,450","36,793","10,858","81,900","46,176","30,517","8,724","22,633","20,940","25,651","61,000","48,674"
9/5/2022,"7,927","11,905","15,900","23,377","32,598","20,109","32,482","35,208","26,200","12,227","13,000","34,350","27,648","33,647","18,500","37,057","10,838","81,500","45,925","31,173","8,652","22,923","20,863","25,189","61,000","48,749"
9/6/2022,"7,910","11,968","15,850","23,317","33,290","20,575","32,424","35,208","26,000","12,255","13,227","33,900","27,198","32,928","18,550","36,925","11,105","82,100","46,009","31,223","8,616","23,068","20,708","24,881","61,100","48,749"
9/7/2022,"7,758","11,905","15,100","22,807","31,560","19,139","30,162","33,447","26,200","11,438","12,500","31,550","26,521","31,280","17,700","34,727","11,434","83,800","45,005","30,315","8,291","22,682","20,398","25,420","59,500","47,560"
9/8/2022,"7,749","11,937","15,000","22,447","30,263","18,945","28,074","32,795","26,000","11,056","12,136","30,000","26,672","30,265","17,050","35,167","11,434","85,000","45,173","30,870","8,075","22,054","19,893","25,458","59,600","49,209"
9/9/2022,"7,631","12,000","15,000","22,207","31,993","19,566","29,524","34,230","26,050","11,410","12,409","31,600","26,672","30,096","17,700","35,342","11,928","84,700","44,754","31,021","8,003","22,006","19,661","25,497","59,900","49,618"
9/12/2022,"7,648","11,937","14,950","22,477","31,128","19,139","28,712","34,230","26,000","11,519","12,182","31,250","26,897","29,631","17,500","35,167","12,051","83,900","44,838","30,697","8,003","21,909","19,467","25,882","61,400","49,863"
9/13/2022,"7,589","11,937","14,800","22,537","30,782","19,139","28,799","34,230","26,000","11,383","12,182","30,600","26,897","30,265","17,800","35,167","12,216","83,500","43,332","30,428","8,003","22,682","19,700","25,420","60,700","49,700"
9/14/2022,"7,463","11,968","14,600","22,267","30,782","20,187","29,060","33,904","26,000","11,356","12,273","30,300","26,822","29,885","18,050","35,167","12,421","83,500","42,579","29,349","7,895","22,682","19,738","25,112","60,000","48,964"
9/15/2022,"7,674","11,937","14,700","22,207","30,653","19,954","29,002","33,643","26,000","11,628","13,091","30,700","26,672","30,012","19,300","34,991","12,421","85,300","42,914","29,133","7,895","23,309","19,932","25,651","60,500","48,964"
9/16/2022,"7,505","11,937","14,750","22,117","29,139","19,100","27,320","32,013","25,550","11,220","13,500","30,000","25,470","28,913","19,750","33,848","12,133","86,400","44,754","28,593","7,642","23,502","19,428","25,728","59,600","49,781"
9/19/2022,"7,168","11,873","14,750","20,796","28,534","18,712","25,435","29,796","25,800","11,002","13,364","27,900","25,282","26,926","19,200","32,002","11,434","85,000","42,663","28,593","7,210","22,102","18,885","25,304","58,400","48,801"
9/20/2022,"7,168","11,968","14,900","21,006","28,577","19,372","25,435","29,992","25,800","11,220","13,318","29,000","25,094","26,968","18,750","32,617","11,640","84,600","43,249","28,701","7,534","22,199","19,002","25,266","58,900","49,046"
9/21/2022,"7,142","11,937","14,900","21,246","28,448","19,333","25,261","29,340","25,650","11,329","14,227","29,100","23,629","27,475","19,000","32,133","11,516","84,600","43,165","28,593","7,750","21,909","19,157","25,420","58,300","49,128"
9/22/2022,"7,151","11,937","15,000","21,366","28,664","20,032","25,522","28,981","26,000","11,574","14,818","29,700","23,629","27,053","19,950","31,650","11,722","84,600","43,165","28,917","8,039","22,199","19,544","25,266","57,700","49,863"
9/23/2022,"7,159","11,905","14,900","21,126","27,799","19,255","24,594","29,601","25,900","11,220","14,273","29,600","23,516","27,433","19,500","31,210","11,599","84,500","42,496","28,647","7,931","22,199","19,273","25,035","57,200","49,618"
9/26/2022,"6,889","11,810","14,650","19,986","27,583","17,935","22,883","27,547","25,900","10,457","13,318","27,850","22,239","26,207","19,000","29,056","10,900","84,500","42,161","27,514","8,255","20,655","19,079","25,035","55,900","49,046"
9/27/2022,"6,915","11,746","14,850","20,106","26,718","16,693","22,042","27,253","26,400","10,130","12,409","27,500","22,089","24,982","18,200","27,913","10,694","84,500","41,826","27,514","8,724","19,255","18,691","24,650","54,100","48,474"
9/28/2022,"6,889","11,397","14,800","20,106","26,632","16,693","23,579","27,253","26,000","9,586","11,636","28,000","22,089","23,587","18,200","27,650","10,262","84,200","42,077","27,784","8,399","17,952","18,497",,"51,200","49,128"
9/29/2022,"6,881","11,333","14,800","19,926","25,940","15,529","21,955","26,080","26,000","8,932","12,000","27,550","21,751","22,065","19,450","27,430","10,077","84,800","42,496","27,514","7,822","17,470","18,226",,"50,800","48,964"
9/30/2022,"6,603","11,524","14,500","19,206","25,681","15,761","23,463","26,536","25,700","9,096","11,850","29,000","21,074","21,220","19,400","26,639","10,118","84,900","42,747","27,784","8,147","18,338","17,877",,"50,700","48,964"
10/3/2022,"6,147","11,429","14,000","18,005","23,908","14,674","22,390","24,711","25,400","8,469","11,050","27,000","19,609","19,825","18,050","24,792","9,419","82,000","42,663",,"7,786","17,952","16,714",,"50,400","48,474"
10/4/2022,"5,945","11,460","13,250","18,095","23,303","13,704","23,173","23,276","25,400","7,952","10,500","26,000","19,647","19,106","18,500","23,957","9,542","82,000","42,747","26,975","7,714","18,338","15,977",,"50,600","48,555"
10/5/2022,"6,105","11,746","14,100","18,365","24,643","14,636","24,768","24,580","25,350","8,469","11,200","27,000","20,661","20,416","19,750","25,188","9,871","82,000","42,914","28,270","7,931","19,400","16,752","24,264","53,800","49,046"
10/6/2022,"5,987","11,714","13,900","18,005","23,605","13,626","23,753","22,885","25,500","7,897","11,500","25,150","19,722","19,064","20,500","23,430","9,583","80,200","42,496","27,784","7,390","19,550","16,132","23,879","53,600","48,801"
10/7/2022,"5,608","11,365","13,500","17,105","23,043","12,695","24,652","21,288","25,500","7,353","11,450","23,400","18,783","17,753","19,100","21,847","8,925","79,000","41,408","27,461","6,892","19,800","15,085","23,725","53,800","48,719"
10/10/2022,"5,793","11,429","12,950","17,855","22,914","12,850","24,362","22,266","25,500","7,625","12,250","23,350","19,459","18,514","19,300","22,243","9,090","76,400","41,910",,"7,210","19,800","15,434","23,802","53,900","48,719"
10/11/2022,"5,388","11,302","12,950","17,105","21,314","11,957","22,680","20,733","25,300","7,108","11,400","21,750","18,332","17,246","17,950","20,704","8,473","75,000","40,823","26,247","6,705","18,450","14,387","23,648","51,800","48,474"
10/12/2022,"5,228","11,492","13,100","17,405","21,357","12,500","21,113","22,168","25,500","7,135","11,500","23,250","19,609","17,965","16,700","22,111","9,049","76,000","40,697","26,247","7,037","18,150","14,736","23,648","52,500","49,046"
10/13/2022,"5,304","11,714","13,050","17,495","21,876","12,695","19,837","22,820","25,500","7,244","11,300","22,800","19,910","18,049","17,500","22,946","8,946","75,500","40,948","26,435","7,008","16,900","14,891","23,648","52,800","48,964"
10/14/2022,"5,355","11,810","13,450","17,585","22,092","12,811","21,200","23,113","25,700","7,734","11,450","22,650","19,910","18,514","17,200","23,562","9,234","76,000","40,948","27,191","7,008","17,700","15,124","23,494","51,900","49,209"
10/17/2022,"5,380","11,683","13,500","17,645","21,184","12,268","21,258","23,472","25,800","8,006","11,300","22,600","19,234","18,345","17,300","23,254","9,049","75,000","41,492","27,137","6,950","17,700","14,891","23,417","49,500","49,046"
10/18/2022,"5,751","11,937","13,450","17,825","22,654","13,044","21,520","23,178","26,000","8,006","11,500","23,300","19,760","17,500","17,800","23,650","9,069","75,100","41,576","27,514","7,145","18,300","15,162","23,494","50,500","48,882"
10/19/2022,"5,759","11,841","13,500","17,765","22,568","12,928","20,881","23,178","26,000","7,843","11,700","23,050","19,421","16,316","17,550","23,474","9,131","75,000","41,408","27,407","7,109","18,200","14,736",,"50,000","48,637"
10/20/2022,"5,565","11,873","13,450","17,405","21,876","12,423","20,011","21,972","26,000","7,625","11,550","23,050","19,159","16,401","17,200","23,122","8,720","75,100","40,990","27,407","7,001","17,650","15,201",,"50,000","48,474"
10/21/2022,"5,245","11,746","12,850","16,835","20,363","11,569","18,619","20,440","25,750","7,108","10,750","21,450","17,919","15,259","16,000","21,627","8,123","75,000","40,739","26,274","6,525","16,450","14,620","23,571","47,950","47,738"
